features_sorted,feature_names_EWRE
3757,outpatient
830,celsius
174,altogether
1142,consume
3645,number
303,arrogant
446,basic
3400,mindfulness
4474,relive
2338,golf
3436,mixed
3927,person
837,certainly
1437,design
5466,teaching
4609,right
70,adamant
697,bully
3507,multiplied
4581,return
865,cheap
4176,procrastinate
2642,ice
2483,healing
5943,visa
3868,patch
1974,fail
2303,gesture
1029,commiserate
4977,sincerity
936,clap
4369,received
6041,weirdly
5265,strand
3592,niece
4975,simultaneously
1227,courage
3685,odd
4466,reliance
588,bombshell
3821,panicky
1448,destructive
3583,newfound
635,bravery
5358,summon
1586,disturb
338,assure
679,bruise
3325,measure
5840,unstoppable
1475,dichotomy
1450,detachment
5933,violates
5932,violated
1717,educate
3703,oligarchy
1709,economically
5855,uphold
3663,oblivion
4855,serene
1168,contribution
956,climate
4044,polarisation
5700,troubled
2703,impregnate
5291,strongly
32,accident
2894,irreversible
2618,humans
1293,curating
2765,infect
1898,excessive
5765,unconsciously
1038,communicative
2668,imagined
1563,disruption
1508,dirty
151,ali
2289,gender
3585,newness
3302,materialise
1901,excited
380,average
3402,mindset
185,ambulance
5707,truth
2778,infuriated
2,abates
2017,feasible
2428,hack
3496,moved
2075,fiscal
3216,lyrical
4028,plunge
4794,scurry
1953,extortionate
4206,propel
1590,dive
1102,confined
597,boomerang
4816,see
4827,select
5681,travelling
1892,except
4735,sausage
554,blanket
6045,welling
292,armchair
719,butt
5708,truthfully
5752,uncaring
5128,spared
1150,contemplate
2881,involved
3908,perceived
4809,secretive
4551,respectful
5809,unit
2818,instructor
4104,practitioner
1408,demand
4509,repletion
139,ala
4592,reviewing
3208,luddite
5768,undergone
2153,forge
4527,researching
5957,vocalise
5243,stimulate
2255,furthermore
1354,debian
886,childcare
3180,longs
1543,disguise
694,bulk
5038,smartphone
2441,hamper
5461,taxed
3303,maternity
4942,shun
4116,predictable
110,affords
812,catharsis
3951,phys
4676,russel
5039,smartphones
2257,future
745,calming
1661,driven
2505,heed
4585,revelation
3100,lesser
3957,physiological
4540,residential
5549,thoughts
5838,unsociable
3481,mortality
5371,supplemental
3476,morbidity
2769,infective
4661,routinely
5513,testing
2038,feverish
6020,wealth
2737,incubation
3015,lady
6082,wine
3854,pas
2967,keep
6161,youtube
299,arrival
1943,exposure
1430,derail
517,beverly
5946,visible
1228,courageous
4685,sacral
5835,unrequited
982,coast
28,acceptance
4470,relieved
1133,consolidate
6072,wiki
5086,solidify
4700,sail
996,coincidentally
5267,strangely
4363,reassuring
1802,enhance
367,authenticity
4364,rebalanced
3950,phrase
4961,silent
1171,convenience
3770,overflow
3772,overhear
2019,feature
1212,costly
3006,koala
4747,scanner
1384,defective
1007,collective
700,bumper
2692,implication
4143,presumably
1928,expecting
3241,malaysia
3278,marker
2005,fatalistic
1813,ensue
1589,disturbing
95,advantage
1821,entirety
2874,investigate
2528,high
1699,easy
527,bike
3621,nos
1480,diego
2224,fruitful
290,arizona
293,armoury
661,brilliant
5656,trait
3741,oriented
1855,ethos
3670,obsessive
4242,publication
1542,disengaging
3350,memoir
2182,frailty
5966,vulnerability
1891,excellence
2664,illuminate
2098,flawed
3043,laughable
4462,relent
5834,unreliable
980,clutch
963,clive
1816,entertain
186,ameliorate
4932,show
493,behavioural
5343,suggestion
1489,difficulty
4814,security
5904,venture
1367,declare
67,acupuncture
37,accompany
3930,personally
2234,fucking
987,code
159,allow
1438,desire
5558,throughout
1368,decline
6057,whereas
236,anytime
2152,forever
2973,kick
4893,shard
3744,originally
1642,drank
4924,shortage
5530,therapist
5116,source
6153,yoga
1138,consult
34,accidentally
427,banal
1955,extraordinary
4349,realization
1886,examine
4164,privilege
2798,insight
3733,ordinary
1745,elephant
339,astronaut
615,bothersome
5818,unlike
3282,marriage
2374,grapple
1446,destination
3051,lax
4914,shitty
3464,monk
4677,russell
4196,prolonged
3552,necessity
3053,layer
1577,distracted
3403,mine
3945,phone
3928,personal
1370,decompress
3294,massive
4151,previously
4469,relieve
5044,smile
3307,mature
1548,dishonest
5091,solving
1274,crowded
4889,shallowly
2743,independently
2751,individualistic
5740,typically
4114,predicament
896,chirpy
4640,romantically
6091,withdrawal
1705,ebullient
3177,loner
4222,protest
6106,wooden
4925,shortbread
758,candle
3815,pan
5471,teary
2638,hypocritical
2350,grace
3526,naively
4657,roundtrip
2928,jinx
1616,dosage
90,admire
1544,disgust
4070,positive
5632,totally
2215,frightening
5146,speedy
1910,exertion
2749,indispensable
5811,united
2821,int
4696,safeness
775,cardiac
5814,unknowingly
819,cautious
5929,vigorous
673,broken
3468,monthly
4335,react
1628,downplay
866,cheapskate
3121,lifting
2918,jealousy
2147,forefront
5926,viewed
2848,internally
928,cirque
2959,junkyard
1276,crude
5863,urge
3943,philippine
5453,tarlac
276,aquino
5444,taliban
1044,companionship
1625,downcast
3634,notorious
1383,defecate
3790,overwhelmingly
2879,involuntary
5680,traveller
2451,haphazard
4342,reaffirm
4822,seemingly
5664,transit
1556,disparaging
753,campania
4278,queue
5317,subsequently
1743,electricity
2939,jolt
1584,district
621,bout
2938,jolly
3873,patient
1496,diminish
4764,scheduled
4547,resonate
2117,flourish
5562,thrust
1912,exhausted
260,applicant
3954,physicality
2449,hangover
3209,lull
128,agreement
3342,meetups
4944,shutdown
2373,graphic
2225,fruition
4751,scare
1296,curiosity
800,cashier
3661,objectively
3384,midweek
3107,leukaemia
5795,ungrounded
2487,healthily
1084,conceptualise
3025,landlord
3069,lease
3399,mindful
4027,plump
6073,wild
2112,flooring
2446,handy
2660,ignored
4972,simplify
4982,singular
4997,sketchy
3508,multiply
3642,nuclear
3630,noticed
1230,coursework
1744,element
1078,con
1389,define
4546,resolve
3261,manic
2367,granny
4432,regional
491,behavior
3958,physiology
2674,immense
6129,worthlessness
334,assuage
763,canter
3136,linger
826,celebratory
3793,overworking
5318,subside
3679,occupational
1719,educational
5583,timetabling
5306,subconscious
5322,subtle
3249,manageable
5368,supervising
4526,researcher
2783,initial
3742,origin
5594,tissue
2078,fit
2179,fragment
1366,decker
5580,timeline
5624,topnotch
2852,interpersonal
1494,digitise
1521,disastrous
4441,regurgitate
2685,impaled
2718,incapable
3662,obligate
993,cohere
1455,detest
369,authority
5931,violate
4829,selectively
2292,generalised
2617,humanity
1191,cooped
3948,photo
1954,extra
5103,son
600,border
86,admin
3822,pant
4869,setting
1148,contains
1862,even
2249,funnier
102,aerospace
929,cite
4712,sand
5037,smarter
1242,craft
1457,detriment
6134,wrack
2156,forgotten
847,chameleon
5334,suffice
5396,suspicious
3589,nice
1143,consuming
2252,furious
1904,exclude
2579,hoping
4891,shameful
562,blew
4424,refund
3277,mark
5487,temper
2359,grandad
2585,horror
2517,hence
486,begets
2499,heated
1281,crux
3067,learning
445,bash
122,aggrieve
5467,tealight
5560,thrown
5133,spat
2670,immature
5201,standoff
2671,immaturity
4868,settee
5008,slam
3655,nutshell
4473,relish
3,ability
5770,underlie
1992,fantastic
4061,popular
390,away
6111,wore
4530,resentful
4065,portion
4084,postponed
1780,empower
2596,hotshot
4420,refocus
861,chartered
1612,doorway
746,calmly
3633,notion
5728,tussle
5782,undress
1165,contrary
1285,culmination
3689,offensive
1588,disturbed
986,coddle
469,beater
1710,economics
2332,gob
4020,pleasantly
3369,merit
4613,rile
375,autonomy
2370,granted
1587,disturbance
1002,collar
3598,nighttime
1515,disappointed
799,cash
1047,comparison
3064,lean
492,behaviour
3738,organise
3390,mile
3031,large
417,bail
4606,ride
530,bin
5160,split
5139,specially
1885,examination
1996,farewell
1936,expire
4582,returning
863,chat
326,assertive
5507,terribly
5654,trainee
397,awoke
3976,pillar
2734,incredible
1417,departure
2947,juggling
783,caregiver
2190,freaking
3474,moral
2927,jigsaw
4635,role
207,angst
3725,oppressive
4421,refrain
3465,monotonous
2109,flooding
2545,hoax
1844,essence
2995,knackered
3358,menstruation
4717,sanitising
475,becomes
1581,distressful
2736,incubated
3291,masks
2885,iran
587,bombard
5556,thrive
5670,transparent
5619,toothache
4772,scientist
432,bankruptcy
2766,infected
304,arrows
4720,sanitizers
4080,posters
243,apathy
4632,robustness
5041,smelling
4625,roadway
3925,persistent
3706,olympic
2687,impatiently
3683,ocean
5108,sophisticated
5237,sticker
2261,galicia
4857,series
5986,wane
2565,hone
1155,continent
5274,strengthen
3818,pang
766,capacity
5634,touchy
2285,geeky
3850,partly
1497,diminished
798,caseload
1770,emotive
1356,debrief
1137,constructive
1387,defensively
5432,table
6128,worthless
4163,private
703,bunny
1470,diabetic
63,actively
602,bore
1994,far
6115,working
5302,stun
5836,unsatisfied
5426,symptom
2361,granddad
4803,seat
3562,neighbour
3484,mostly
3288,masculine
2555,holy
358,attract
2069,finishing
4637,rollercoaster
5015,sleepless
6043,welder
2587,hospice
1742,electrician
3066,learned
5023,slightest
813,cathartic
5652,trail
4596,revolve
2791,innocence
2302,germany
4184,profess
892,china
2719,incidence
5085,solidarity
4409,reemerging
2022,fed
2916,jaw
5353,sum
1364,decision
4846,sentence
3037,late
2876,investment
1392,definition
5640,towel
3960,physiotherapy
3143,listening
346,atmosphere
3440,mobile
104,affair
2615,huh
2378,grave
4376,reckless
3244,malta
2802,insistent
4182,productivity
2935,johnson
4498,reopen
2594,hotel
3605,non
5212,state
4590,review
5179,squash
2002,faster
3601,nobody
4957,signal
6156,yolk
3385,midwife
4503,repeating
806,catalyst
5400,sustainable
2523,hesitantly
1607,donate
1981,fake
2301,george
3240,malawi
5816,unlearn
2176,fraction
5830,unpredictable
2583,horrid
1939,explode
5704,truly
3290,mask
4692,sadness
4793,scrum
287,argument
6040,weird
5490,temporarily
4023,plenty
695,bulky
1951,external
1039,communicator
5889,vanity
5495,tenant
4826,seldom
789,carpark
3429,mistakenly
1832,equip
194,ample
1089,conclude
2043,field
197,analyse
2344,got
4525,research
5295,struggle
5151,spent
1784,encapsulate
1856,euphoria
2792,innocently
665,brink
1379,deepest
4365,rebellion
852,chaos
9,abrupt
3766,overbear
1823,entrepreneur
1073,compromising
5311,sublet
1946,expressive
3874,patronise
470,beating
4518,reputation
3360,mentality
3201,loving
3479,morris
5098,somethings
3149,livelihood
2768,infectious
2567,honestly
1619,double
3220,mad
1088,concert
267,apprehensive
4267,qualify
1320,daily
6067,whose
286,arguing
5592,tiredness
2065,finding
5500,tense
2343,gossip
1052,compensate
2059,finalise
4576,rethinking
4166,pro
1398,delay
3196,loud
3247,man
123,agitation
4471,religion
4776,scorn
5997,warn
1467,devil
5258,storm
4778,scott
2048,figurine
203,angel
2106,flip
5402,swallow
611,boss
4693,safe
4371,recently
5862,upstairs
2037,fever
714,bus
5367,supermarket
2266,gamma
327,assessment
4807,secondly
907,choreograph
3080,legacy
1115,connected
1716,editing
3187,looser
4584,reveal
2178,fragile
2253,furlough
3310,maximum
634,brave
1106,confront
395,awkward
3417,mirror
5053,snail
1304,curve
3421,misfortune
6005,wastage
4238,psychotic
4489,remorse
4447,rejuvenate
4999,skill
4362,reassured
4444,reject
26,accept
2039,fiance
4660,routine
3580,nevertheless
4993,situation
1357,debt
4624,road
1585,distrust
2222,frugal
1935,expertise
4101,practically
6007,wasted
2827,intelligence
381,averse
1510,disadvantage
1428,depressive
402,backpack
4682,sabbatical
5975,waitress
315,asian
598,boost
1176,conversely
1001,collapse
1535,discuss
3792,overwork
3370,mess
3985,pipe
5528,theory
5398,sustain
4464,relevant
5010,slap
6019,weakness
2846,intern
2540,historically
2786,initiative
1562,disrupt
4436,regretful
5164,sponsorship
2912,james
1063,complicate
4543,resilience
4152,price
3716,opening
2151,forest
2047,figure
2757,inducing
3879,payday
3900,pendent
431,banking
1779,employment
1294,curfew
5868,used
4578,retire
3161,lock
2082,fix
5009,slant
5460,tax
1541,disengage
3509,mum
2320,global
3295,massively
2167,forum
4359,reassess
3800,paced
4863,service
516,better
3471,moody
4353,reappear
4689,sadden
89,admiration
3164,locum
3368,merge
5576,til
5096,someone
1064,complicated
5828,unpleasant
601,borderline
1968,facility
2726,incomparable
5557,throat
4209,property
3690,offer
6078,wind
1471,diagnose
4619,risky
4773,scissors
2336,gold
525,bid
6139,writing
5401,swab
1483,differ
5846,unwelcome
5031,slowly
5916,vicious
2058,final
5230,stenographer
5620,toothbrush
4395,rectify
4336,reaction
5779,underweight
49,achieve
5250,stock
4430,regardless
5837,unsettle
1162,continuum
1807,ennui
5007,skyrocket
3321,meaningless
3961,piano
18,abuser
2357,gran
3491,mount
5232,stepdad
1760,embrace
5819,unlikely
2667,imagine
631,brain
1256,creep
3535,national
4943,shut
4234,psychologist
5084,solid
3919,period
5751,unbelievable
3197,loudly
1773,empathy
5206,start
6048,wet
2941,journal
2403,ground
761,cant
173,although
5695,tried
453,bat
561,blessing
4959,significantly
780,carefree
5981,wallet
2484,health
5392,survive
5345,suicide
3524,nail
3108,level
3426,mission
282,architecture
2169,fought
5357,summertime
6130,worthy
1020,comfortable
3405,mingle
553,blank
391,awesome
4198,promise
2025,feedback
4218,protection
5350,sulk
4832,selfishness
5523,thankfully
4995,size
2110,floor
5824,unnecessarily
5691,trial
5027,slither
133,air
1715,edit
1411,denial
4504,repercussion
1327,dancer
59,across
6050,whatever
3029,lao
3120,lift
626,boy
1865,event
2241,fun
5088,solitude
5049,smoky
5067,socialise
5158,spit
3228,main
242,apathetic
3159,locate
19,abusive
1065,complication
4554,respiratory
2797,inside
5561,thru
1110,confusing
3774,overly
4662,row
1735,elate
3242,maldives
1714,edinburgh
1916,exhibition
4840,sens
603,bored
2515,helpless
3820,panicked
1495,dignity
1693,earthquake
4142,presumable
2920,jeepers
2923,jersey
204,angeles
3940,pfc
5055,snatch
2994,klutz
5296,stuck
3062,leakage
1903,exciting
5786,unemployed
1209,cost
4079,postcard
4332,rationally
4715,sanitary
408,bacteria
1349,dear
5319,substantial
5048,smoking
2552,hole
1712,ectopic
2535,hindsight
3252,managing
2062,financial
1444,despite
5234,stereotype
4973,simply
3696,often
3885,peaceful
5936,viral
4852,sequela
5427,symptomatic
3448,modern
5124,span
836,certain
3920,permanent
4368,receive
2308,gift
394,awhile
97,adverse
2809,instant
5646,track
3103,lethargic
3002,know
1711,economy
1539,disease
1941,expose
3148,live
3737,organisation
3545,nearby
1782,emulate
5047,smoke
3802,package
6070,wife
4225,prove
3882,payslip
3881,payroll
6119,world
2295,generation
3153,load
4483,remember
4754,scary
4370,recent
4895,shared
3840,parkinson
3389,mildly
3880,payment
680,brunt
3332,medal
4318,rant
4190,profusely
2800,insincere
843,chain
5284,stride
2466,hassle
124,ago
2773,inform
6071,wifi
2627,hunt
1097,confidant
4621,ritual
3564,neither
2347,governmental
4148,prevent
4153,prick
3852,partnership
4591,reviewer
1797,engineer
3139,lipstick
2476,hazy
2506,heel
1648,dread
1332,darkness
1614,dormant
564,bliss
5202,standstill
4939,shroud
3205,luckily
3056,lead
471,beautiful
2525,hey
1582,distressing
488,beginning
5642,town
4688,sad
2796,insecurity
2009,fatigue
3612,norm
2900,isolated
5029,slough
5542,thinks
1639,drained
3886,peacetime
3754,outfit
3163,lockheed
2958,junk
416,baggy
4833,sell
589,bond
46,accustomed
2426,gym
5797,unhealthy
1826,epidemic
4125,preparation
5605,told
460,battle
4801,seasonal
4966,similar
4429,regard
4136,presently
3514,museum
1,abandon
4851,september
1196,core
1877,evoke
1975,failure
2924,jesus
6038,weigh
5478,teenage
280,architect
281,architectural
3627,nothing
519,beyond
782,carefully
4774,scope
4633,rock
4217,protect
1750,elsa
3246,mambo
1632,downward
1894,exceptional
4372,reception
3568,nerve
591,bone
5070,socialization
1055,competitively
2460,hardship
1578,distraction
2123,fluent
6093,withing
1244,cramp
3472,moon
3542,navy
3418,miscarriage
4962,silently
748,cam
4417,reflection
2485,healthcare
1118,consciously
5784,uneasiness
5990,war
698,bum
183,ambient
31,accessory
1635,drab
2163,forth
1861,eve
5097,something
5587,tiny
5585,tin
900,choice
6114,worker
1781,empty
4261,pursue
2799,insignificant
1326,dance
223,answer
1804,enjoyable
5325,successful
968,closeness
4004,plane
3988,piss
4639,romantic
5195,stamen
4021,please
3839,parking
913,christmas
576,blunt
4443,reinforce
790,carpet
20,academia
2235,fuel
273,apps
4558,responsibility
4488,reminisce
1178,convey
6068,wide
2875,investigation
1934,expert
5434,tablet
1350,death
4019,pleasant
4149,prevents
2699,imposes
2694,implode
3750,outdated
659,brighten
4194,prohibit
5110,sorry
3570,nervousness
1845,essential
4200,promotion
4382,reconcile
3176,lonely
88,administrative
1108,confuse
2775,information
915,chronic
3763,outsider
829,cell
5621,toothpaste
1957,extremely
2962,justify
4915,shiver
1875,evidence
5635,tough
2150,foreseeable
3614,normalcy
3383,midst
1721,effected
4668,rumba
3035,last
497,belief
1335,dating
6058,wherever
4862,serve
1847,essex
2813,instill
1854,ethical
2421,guilty
3549,neatly
2051,filipino
4786,screen
5324,success
2054,filling
4177,produce
4038,poetry
3629,noticeably
2864,introduce
1692,earth
704,burden
4821,seem
5142,specifically
4162,privacy
4683,sac
1463,develop
2868,intrude
3651,nurture
4110,precaution
2337,golden
6061,whilst
4830,self
5699,trouble
1493,digital
1309,cute
4739,saw
349,attach
4188,profile
1708,economical
4215,prospective
4387,recover
3999,placement
1999,fascinate
1958,extremes
1985,false
5686,treatment
573,blue
1971,factor
3902,pension
5521,thank
4240,pub
4282,quickly
686,buddhist
3849,particularly
4873,severance
5568,ticket
2377,gratitude
2788,injustice
5790,unfairness
6079,window
5138,specialist
5383,surprise
1579,distress
4161,prison
465,bear
5967,vulnerable
4388,recovery
4506,replacement
3819,panic
3409,minimum
3872,patience
4888,shall
3941,pharmacy
4330,rational
4815,sedentary
4315,random
5348,suite
6125,worsen
5263,strain
2425,guy
5394,suspect
5590,tire
1879,exacerbate
4437,regular
6103,wonderful
135,airline
3497,movement
3997,place
3460,monetarily
1739,eldest
5270,stray
1942,exposed
1163,contract
2574,hope
3072,leave
1964,face
3269,mantra
1596,doctoral
1857,eur
3445,model
4159,prioritise
2651,identify
4560,rest
4,able
91,admit
1637,drag
5236,stick
60,act
3372,messenger
5724,turmoil
4892,shape
2592,hostel
4113,precisely
643,breakup
1361,december
41,account
4721,santa
2917,jealous
1800,english
1374,decrease
1216,could
4812,sector
1799,england
1718,education
2988,kindness
5673,trapped
3717,openly
1098,confide
232,anyhow
3231,maintenance
5567,tick
4486,reminder
1086,concerned
245,apocalyptic
5529,therapeutic
4643,rooftop
5773,underneath
1465,development
1193,cope
2577,hopeless
6150,yes
1567,dissipate
1033,committee
5720,tunnel
2717,inca
5024,slightly
2060,finally
2330,goal
3379,mid
5569,tidy
3682,occur
3910,perception
3638,novelty
851,channel
3410,minor
3721,opportunity
3728,optimistic
1451,detail
4835,semester
5469,tear
2684,impacted
580,boat
5882,valid
1698,easter
5464,teach
3606,nonchalant
5536,thesis
5984,wan
3041,latter
3722,oppose
4630,robot
442,barricade
1940,explore
3674,obviously
638,break
17,abuse
2612,hug
2389,grendel
1545,disgusted
4988,siren
2898,islamic
3517,muslim
2787,injure
1863,evenfall
4308,ramadan
565,blizzard
1429,depth
1314,cynical
1514,disappoint
1956,extreme
2282,gay
1015,combine
4123,pregnant
5789,unfair
1777,employee
5035,small
2070,fire
5285,strike
2851,internship
143,albeit
5497,tendency
4185,professional
161,almost
2218,frontline
5692,tribulation
1874,everywhere
3975,pill
3199,loved
4538,residence
5672,trap
4958,significant
4253,pure
1323,damn
117,agency
82,adequate
3431,misunderstand
2680,immune
5788,unexpected
3875,pattern
923,cinema
457,bathtub
3063,leaking
5989,wanting
2877,invitation
6118,workplace
5332,sufferance
36,accommodation
2099,flee
4617,rise
2007,father
3061,leak
1100,confident
2192,freedom
3911,perfect
477,bedroom
3576,network
2171,foundation
1234,cover
4258,purposeful
272,approximately
1440,desperate
4976,since
2165,fortunate
2323,globe
5719,tune
5275,stress
4451,relation
6085,wipe
1927,expectation
1099,confidence
3807,pain
5629,torturous
943,clause
768,capstone
2830,intense
2733,increasingly
1405,delivery
3924,persist
2834,intention
1107,confrontation
3279,market
5833,unreasonable
4378,recognise
3339,medium
5123,spain
844,chair
3595,night
1834,era
4054,ponder
2495,heartbroken
1252,creative
5598,today
3700,okay
116,age
3795,owner
1524,discharge
2430,haemodialysis
2072,firm
1101,confine
3250,management
887,childhood
3184,loop
2489,hear
1880,exact
176,always
6159,young
2366,grandparent
1900,excite
2640,hysterical
1433,desensitize
3255,mandate
3855,pass
4233,psychologically
2825,intellectual
3870,pathetic
3055,lazy
4416,reflect
3331,mechanism
5867,use
568,blood
3296,master
754,campus
490,behaving
5266,strange
4870,settle
510,bereavement
6052,whatsoever
3463,monitor
5847,unwell
61,action
1472,diagnosis
3003,knowing
5911,version
4246,pull
4740,say
2696,important
213,announce
1362,decent
363,aunt
2630,hurt
4133,present
2943,joy
5886,value
5641,tower
1339,day
4091,pound
6116,workload
3669,obsession
3362,mention
2093,flat
1793,energy
2008,fatherhood
265,appreciation
3677,occasionally
3248,manage
4276,question
2899,isolate
3430,mistrust
322,aspiration
3817,panel
4991,site
2239,fully
4405,reduce
3673,obvious
4748,scar
4299,radiographer
1136,construct
3666,observe
5744,ultimately
5374,supportive
3544,near
5102,somewhere
179,amaze
4150,previous
3361,mentally
3786,overweight
723,buyer
5671,transport
3039,later
2672,immediate
3118,lifestyle
4736,save
3428,mistake
1794,engage
6044,well
4847,separate
1090,concrete
1869,every
5531,therapy
658,bright
2575,hopeful
609,bos
237,anyway
1453,deteriorate
5565,thus
3616,normally
3851,partner
5974,waiting
5778,understood
4859,seriously
4232,psychological
1662,driver
6120,worried
1019,comfort
275,april
3024,landed
5211,starve
201,anatomy
1949,extension
1192,cop
4122,pregnancy
136,airport
1391,definitely
3848,particular
2977,kidney
1424,depress
2230,frustration
4866,session
5734,twin
1154,context
5121,space
1442,desperation
2662,ill
3283,married
3746,others
2513,helpful
4208,properly
1103,confirm
2952,july
2930,job
2144,force
5579,time
4449,relate
4316,rang
641,breaking
1121,consequently
2438,halt
6077,win
5282,stricter
2251,funny
5993,warehouse
6036,weekly
2406,grow
1902,excitement
5186,staff
5948,vision
2407,growth
4783,scratch
1111,confusion
5706,trust
2315,give
1169,control
2478,headache
435,bar
969,closer
398,baby
5089,solution
5111,sort
1763,emerge
5259,story
83,adhere
4263,put
285,argue
4146,pretentious
699,bump
3186,loose
1979,faith
3268,manner
410,badly
3789,overwhelming
5822,unmotivated
3794,owe
5746,unable
2003,fat
5388,surround
2191,free
1104,conflict
2027,feeling
5761,uncomfortable
1336,daughter
1031,commit
3906,per
2725,income
4797,search
4559,responsible
2271,garden
364,auntie
5925,view
3556,negative
5608,toll
5533,therefore
1738,elderly
526,big
2339,good
4119,prefer
5300,stuff
2317,glad
3628,notice
100,advice
4562,restaurant
2128,focus
4337,read
6017,weak
4045,police
1081,concentrate
5356,summer
1689,earn
1970,fact
1487,differently
5511,test
3907,perceive
4350,realize
2436,halloween
3116,lie
2816,institution
3398,mind
3306,matter
1547,dishearten
4913,shit
222,another
1767,emotional
3878,pay
2045,fight
3071,least
2772,influence
226,antibody
4501,repeat
3131,limit
321,aspect
845,challenge
2001,fast
2811,instead
4352,really
1226,couple
528,bill
3833,paranoid
3842,part
5631,total
2646,idea
1688,early
2926,jewellery
2675,immensely
6065,whole
3639,november
5375,suppose
1331,dark
2835,interact
5548,thought
2608,however
5643,toxic
2268,gap
1751,else
3340,meet
1307,customer
4172,problem
4452,relationship
1871,everyday
5501,tension
2314,girlfriend
2259,gain
3206,lucky
2808,instance
4746,scan
105,affect
1649,dream
5496,tend
5440,take
3198,love
3853,party
6138,write
4241,public
5095,somehow
6033,week
3271,many
1058,complaint
474,become
2720,incident
4262,push
5277,stressful
5538,thing
4872,several
162,alone
4784,scream
66,actually
3137,link
4570,result
4908,shift
5696,trigger
284,area
5678,travel
566,block
1123,consider
778,care
449,basis
3233,major
4691,sadly
3456,moment
1057,complain
2457,hard
6039,weight
1479,die
2248,funeral
4568,restriction
5600,toe
6016,way
541,bit
254,appear
1425,depressed
1233,cousin
5276,stressed
4345,realise
4426,refuse
1427,depression
3903,people
3152,living
21,academic
3519,must
4286,quit
5137,special
1346,deal
487,begin
3955,physically
264,appreciate
2983,kind
2382,great
3117,life
1713,edge
1135,constantly
3467,month
1318,dad
1766,emotion
5857,upon
1377,deep
4618,risk
5758,uncle
4039,point
3065,learn
5987,want
2455,happy
2031,felt
779,career
2026,feel
2414,guess
1334,date
1236,covid
1931,experience
3162,lockdown
2064,find
1788,end
